Order ID,Order Date,Ship Mode,Customer Name,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Year,Month
ORD-01105,2023-03-18 07:45:21.160580,Second Class,Customer_0193,Corporate,East,Furniture,Chairs,3065.54,3,0.2,132.49,2023,2023-03
ORD-01106,2023-03-19 01:17:04.712356,Standard Class,Customer_0210,Consumer,South,Furniture,Tables,3758.78,4,0.0,969.07,2023,2023-03
ORD-01107,2023-03-19 18:48:48.264132,First Class,Customer_0232,Consumer,West,Technology,Accessories,1421.37,1,0.0,406.4,2023,2023-03
ORD-01108,2023-03-20 12:20:31.815907,Second Class,Customer_0184,Home Office,West,Technology,Laptops,1527.31,2,0.4,-56.04,2023,2023-03
ORD-01109,2023-03-21 05:52:15.367683,Standard Class,Customer_0015,Corporate,East,Office Supplies,Binders,499.0,2,0.1,99.3,2023,2023-03
ORD-01110,2023-03-21 23:23:58.919459,Second Class,Customer_0209,Corporate,East,Furniture,Furnishings,557.55,1,0.4,-19.93,2023,2023-03
ORD-01111,2023-03-22 16:55:42.471235,First Class,Customer_0172,Consumer,West,Furniture,Furnishings,2078.27,4,0.0,583.6,2023,2023-03
ORD-01112,2023-03-23 10:27:26.023011,Standard Class,Customer_0266,Consumer,South,Furniture,Furnishings,781.22,1,0.1,147.02,2023,2023-03
ORD-01113,2023-03-24 03:59:09.574787,Standard Class,Customer_0020,Consumer,West,Furniture,Bookcases,2482.63,2,0.1,426.83,2023,2023-03
ORD-01114,2023-03-24 21:30:53.126563,Standard Class,Customer_0070,Corporate,South,Office Supplies,Binders,253.18,1,0.1,34.87,2023,2023-03
ORD-01115,2023-03-25 15:02:36.678339,Standard Class,Customer_0008,Corporate,West,Office Supplies,Storage,402.15,4,0.1,69.47,2023,2023-03
ORD-01116,2023-03-26 08:34:20.230115,Standard Class,Customer_0034,Corporate,Central,Furniture,Furnishings,3908.84,4,0.0,1116.36,2023,2023-03
ORD-01117,2023-03-27 02:06:03.781890,Standard Class,Customer_0224,Home Office,South,Office Supplies,Binders,491.6,3,0.3,7.34,2023,2023-03
ORD-01118,2023-03-27 19:37:47.333666,Standard Class,Customer_0179,Consumer,West,Office Supplies,Storage,833.97,3,0.0,201.54,2023,2023-03
ORD-01119,2023-03-28 13:09:30.885442,First Class,Customer_0246,Consumer,South,Furniture,Bookcases,1644.95,2,0.0,341.09,2023,2023-03
ORD-01120,2023-03-29 06:41:14.437218,Standard Class,Customer_0260,Consumer,East,Office Supplies,Labels,362.21,2,0.1,56.61,2023,2023-03
ORD-01121,2023-03-30 00:12:57.988994,Standard Class,Customer_0108,Consumer,South,Technology,Accessories,8679.39,5,0.1,1548.07,2023,2023-03
ORD-01122,2023-03-30 17:44:41.540770,Standard Class,Customer_0242,Consumer,Central,Technology,Copiers,9176.28,6,0.0,2143.55,2023,2023-03
ORD-01123,2023-03-31 11:16:25.092546,Standard Class,Customer_0024,Home Office,East,Office Supplies,Storage,100.26,1,0.0,20.51,2023,2023-03
ORD-01124,2023-04-01 04:48:08.644322,Standard Class,Customer_0216,Consumer,West,Furniture,Tables,1367.94,2,0.4,-50.87,2023,2023-04
ORD-01125,2023-04-01 22:19:52.196098,Standard Class,Customer_0055,Home Office,East,Office Supplies,Storage,1168.56,5,0.2,98.05,2023,2023-04
ORD-01126,2023-04-02 15:51:35.747873,Standard Class,Customer_0026,Consumer,West,Office Supplies,Paper,138.53,3,0.4,-7.18,2023,2023-04
ORD-01127,2023-04-03 09:23:19.299649,Second Class,Customer_0281,Home Office,West,Technology,Laptops,3986.77,5,0.2,392.66,2023,2023-04
ORD-01128,2023-04-04 02:55:02.851425,Second Class,Customer_0292,Corporate,West,Office Supplies,Binders,149.88,2,0.0,37.8,2023,2023-04
ORD-01129,2023-04-04 20:26:46.403201,Standard Class,Customer_0186,Home Office,East,Furniture,Chairs,653.05,1,0.3,-12.8,2023,2023-04
ORD-01130,2023-04-05 13:58:29.954977,Second Class,Customer_0012,Consumer,Central,Furniture,Furnishings,789.96,2,0.0,204.39,2023,2023-04
ORD-01131,2023-04-06 07:30:13.506753,Second Class,Customer_0129,Corporate,West,Furniture,Tables,960.0,1,0.0,248.78,2023,2023-04
ORD-01132,2023-04-07 01:01:57.058529,Standard Class,Customer_0208,Home Office,West,Office Supplies,Art,783.72,3,0.0,213.35,2023,2023-04
ORD-01133,2023-04-07 18:33:40.610305,Same Day,Customer_0133,Consumer,Central,Technology,Laptops,4426.81,3,0.0,901.84,2023,2023-04
ORD-01134,2023-04-08 12:05:24.162081,First Class,Customer_0196,Consumer,West,Furniture,Tables,4621.9,5,0.3,196.26,2023,2023-04
ORD-01135,2023-04-09 05:37:07.713856,Standard Class,Customer_0262,Consumer,West,Office Supplies,Art,534.89,3,0.2,64.53,2023,2023-04
ORD-01136,2023-04-09 23:08:51.265632,Standard Class,Customer_0282,Home Office,West,Office Supplies,Art,240.37,2,0.2,31.18,2023,2023-04
ORD-01137,2023-04-10 16:40:34.817408,Standard Class,Customer_0103,Corporate,South,Office Supplies,Paper,867.44,3,0.0,234.75,2023,2023-04
ORD-01138,2023-04-11 10:12:18.369184,Standard Class,Customer_0120,Corporate,South,Technology,Copiers,682.47,3,0.5,-80.05,2023,2023-04
ORD-01139,2023-04-12 03:44:01.920960,Second Class,Customer_0183,Consumer,East,Technology,Phones,1798.69,2,0.0,408.04,2023,2023-04
ORD-01140,2023-04-12 21:15:45.472736,Standard Class,Customer_0009,Consumer,Central,Furniture,Tables,1908.01,2,0.1,384.11,2023,2023-04
ORD-01141,2023-04-13 14:47:29.024512,Second Class,Customer_0045,Corporate,East,Office Supplies,Art,220.05,1,0.0,58.76,2023,2023-04
ORD-01142,2023-04-14 08:19:12.576288,Second Class,Customer_0244,Consumer,Central,Technology,Laptops,1058.92,1,0.4,-71.9,2023,2023-04
ORD-01143,2023-04-15 01:50:56.128064,Second Class,Customer_0270,Corporate,Central,Technology,Copiers,982.97,1,0.1,140.3,2023,2023-04
ORD-01144,2023-04-15 19:22:39.679839,Second Class,Customer_0112,Home Office,Central,Office Supplies,Paper,509.98,2,0.0,139.93,2023,2023-04
ORD-01145,2023-04-16 12:54:23.231615,Standard Class,Customer_0055,Consumer,West,Technology,Phones,1950.64,2,0.1,423.82,2023,2023-04
ORD-01146,2023-04-17 06:26:06.783391,Standard Class,Customer_0015,Corporate,West,Office Supplies,Paper,103.7,1,0.1,18.78,2023,2023-04
ORD-01147,2023-04-17 23:57:50.335167,Second Class,Customer_0037,Consumer,East,Office Supplies,Binders,233.29,1,0.1,44.42,2023,2023-04
ORD-01148,2023-04-18 17:29:33.886943,Standard Class,Customer_0178,Corporate,South,Office Supplies,Labels,117.51,1,0.2,15.69,2023,2023-04
ORD-01149,2023-04-19 11:01:17.438719,Standard Class,Customer_0127,Consumer,East,Technology,Laptops,455.91,1,0.3,2.24,2023,2023-04
ORD-01150,2023-04-20 04:33:00.990495,First Class,Customer_0117,Corporate,South,Technology,Copiers,5838.89,3,0.0,1379.73,2023,2023-04
ORD-01151,2023-04-20 22:04:44.542271,Second Class,Customer_0072,Consumer,South,Office Supplies,Labels,345.54,5,0.0,102.03,2023,2023-04
ORD-01152,2023-04-21 15:36:28.094047,Standard Class,Customer_0111,Consumer,West,Office Supplies,Paper,518.01,6,0.2,22.83,2023,2023-04
ORD-01153,2023-04-22 09:08:11.645822,Second Class,Customer_0149,Corporate,Central,Office Supplies,Art,251.2,2,0.1,54.2,2023,2023-04
ORD-01154,2023-04-23 02:39:55.197598,First Class,Customer_0185,Consumer,Central,Technology,Laptops,1387.2,3,0.3,46.38,2023,2023-04
ORD-01155,2023-04-23 20:11:38.749374,Standard Class,Customer_0105,Corporate,South,Office Supplies,Storage,451.12,2,0.2,25.58,2023,2023-04
ORD-01156,2023-04-24 13:43:22.301150,Standard Class,Customer_0147,Consumer,South,Office Supplies,Storage,250.91,1,0.0,65.78,2023,2023-04
ORD-01157,2023-04-25 07:15:05.852926,First Class,Customer_0221,Corporate,Central,Furniture,Chairs,348.18,1,0.0,75.44,2023,2023-04
ORD-01158,2023-04-26 00:46:49.404702,Standard Class,Customer_0006,Consumer,West,Office Supplies,Binders,109.94,1,0.1,22.82,2023,2023-04
ORD-01159,2023-04-26 18:18:32.956478,Standard Class,Customer_0260,Corporate,Central,Office Supplies,Binders,185.14,3,0.1,28.98,2023,2023-04
ORD-01160,2023-04-27 11:50:16.508254,Standard Class,Customer_0299,Consumer,West,Furniture,Chairs,399.81,1,0.1,82.77,2023,2023-04
ORD-01161,2023-04-28 05:22:00.060030,Second Class,Customer_0042,Consumer,Central,Technology,Laptops,575.06,1,0.4,-13.9,2023,2023-04
ORD-01162,2023-04-28 22:53:43.611805,Standard Class,Customer_0259,Consumer,South,Furniture,Furnishings,4400.0,3,0.0,1310.42,2023,2023-04
ORD-01163,2023-04-29 16:25:27.163581,Standard Class,Customer_0271,Corporate,East,Technology,Copiers,651.0,1,0.1,136.03,2023,2023-04
ORD-01164,2023-04-30 09:57:10.715357,Standard Class,Customer_0047,Consumer,Central,Furniture,Chairs,2194.94,3,0.4,-100.98,2023,2023-04
ORD-01165,2023-05-01 03:28:54.267133,Same Day,Customer_0085,Home Office,East,Furniture,Furnishings,3591.96,4,0.2,335.49,2023,2023-05
ORD-01166,2023-05-01 21:00:37.818909,Standard Class,Customer_0174,Home Office,East,Technology,Laptops,3472.5,3,0.0,796.87,2023,2023-05
ORD-01167,2023-05-02 14:32:21.370685,Standard Class,Customer_0058,Consumer,East,Technology,Phones,3989.46,3,0.3,-93.58,2023,2023-05
ORD-01168,2023-05-03 08:04:04.922461,First Class,Customer_0199,Corporate,Central,Technology,Laptops,1661.16,1,0.1,215.87,2023,2023-05
ORD-01169,2023-05-04 01:35:48.474237,Standard Class,Customer_0209,Consumer,South,Office Supplies,Paper,464.58,4,0.2,62.91,2023,2023-05
ORD-01170,2023-05-04 19:07:32.026013,Same Day,Customer_0248,Consumer,South,Office Supplies,Binders,43.27,1,0.3,-0.45,2023,2023-05
ORD-01171,2023-05-05 12:39:15.577788,Same Day,Customer_0211,Corporate,West,Technology,Copiers,9736.97,5,0.0,2015.98,2023,2023-05
ORD-01172,2023-05-06 06:10:59.129564,First Class,Customer_0039,Corporate,South,Office Supplies,Art,148.14,2,0.1,23.37,2023,2023-05
ORD-01173,2023-05-06 23:42:42.681340,Standard Class,Customer_0252,Corporate,Central,Furniture,Bookcases,2186.86,2,0.0,591.21,2023,2023-05
ORD-01174,2023-05-07 17:14:26.233116,Second Class,Customer_0131,Consumer,West,Technology,Copiers,5942.67,4,0.0,1716.88,2023,2023-05
ORD-01175,2023-05-08 10:46:09.784892,Second Class,Customer_0291,Consumer,West,Technology,Laptops,8033.57,5,0.1,1316.23,2023,2023-05
ORD-01176,2023-05-09 04:17:53.336668,Same Day,Customer_0250,Consumer,West,Furniture,Chairs,6949.19,6,0.0,2034.89,2023,2023-05
ORD-01177,2023-05-09 21:49:36.888444,Standard Class,Customer_0052,Corporate,South,Office Supplies,Storage,210.73,3,0.2,14.57,2023,2023-05
ORD-01178,2023-05-10 15:21:20.440220,Second Class,Customer_0014,Consumer,Central,Office Supplies,Art,82.38,2,0.5,-10.65,2023,2023-05
ORD-01179,2023-05-11 08:53:03.991996,Standard Class,Customer_0156,Corporate,Central,Technology,Copiers,701.02,1,0.2,60.91,2023,2023-05
ORD-01180,2023-05-12 02:24:47.543771,Standard Class,Customer_0030,Consumer,West,Technology,Copiers,3629.37,4,0.0,1035.74,2023,2023-05
ORD-01181,2023-05-12 19:56:31.095547,Standard Class,Customer_0090,Consumer,Central,Furniture,Tables,1448.68,3,0.3,16.85,2023,2023-05
ORD-01182,2023-05-13 13:28:14.647323,First Class,Customer_0167,Consumer,West,Technology,Accessories,3162.63,2,0.1,532.43,2023,2023-05
ORD-01183,2023-05-14 06:59:58.199099,Standard Class,Customer_0069,Consumer,East,Technology,Laptops,437.95,1,0.3,25.28,2023,2023-05
ORD-01184,2023-05-15 00:31:41.750875,Standard Class,Customer_0163,Consumer,Central,Technology,Accessories,2226.69,2,0.1,315.14,2023,2023-05
ORD-01185,2023-05-15 18:03:25.302651,Same Day,Customer_0242,Corporate,West,Office Supplies,Paper,158.08,1,0.2,15.35,2023,2023-05
ORD-01186,2023-05-16 11:35:08.854427,Standard Class,Customer_0052,Home Office,South,Office Supplies,Binders,111.47,2,0.4,-6.99,2023,2023-05
ORD-01187,2023-05-17 05:06:52.406203,Second Class,Customer_0142,Consumer,West,Furniture,Chairs,337.33,1,0.0,84.78,2023,2023-05
ORD-01188,2023-05-17 22:38:35.957979,Standard Class,Customer_0063,Consumer,Central,Office Supplies,Art,567.81,2,0.0,154.43,2023,2023-05
ORD-01189,2023-05-18 16:10:19.509754,Standard Class,Customer_0292,Consumer,East,Technology,Phones,1477.86,1,0.0,427.8,2023,2023-05
ORD-01190,2023-05-19 09:42:03.061530,Second Class,Customer_0091,Home Office,Central,Furniture,Furnishings,3896.71,4,0.0,992.14,2023,2023-05
ORD-01191,2023-05-20 03:13:46.613306,First Class,Customer_0152,Consumer,West,Technology,Copiers,3168.34,3,0.4,-268.04,2023,2023-05
ORD-01192,2023-05-20 20:45:30.165082,Standard Class,Customer_0157,Home Office,West,Furniture,Chairs,1851.93,3,0.1,327.84,2023,2023-05
ORD-01193,2023-05-21 14:17:13.716858,Second Class,Customer_0150,Consumer,South,Office Supplies,Labels,149.75,1,0.0,41.02,2023,2023-05
ORD-01194,2023-05-22 07:48:57.268634,Standard Class,Customer_0271,Consumer,West,Furniture,Tables,1285.67,2,0.4,-141.03,2023,2023-05
ORD-01195,2023-05-23 01:20:40.820410,Standard Class,Customer_0069,Home Office,South,Furniture,Tables,2225.53,3,0.4,-90.26,2023,2023-05
ORD-01196,2023-05-23 18:52:24.372186,Standard Class,Customer_0116,Consumer,South,Furniture,Tables,2905.15,2,0.0,607.07,2023,2023-05
ORD-01197,2023-05-24 12:24:07.923961,Standard Class,Customer_0192,Corporate,West,Technology,Phones,4228.43,6,0.2,533.39,2023,2023-05
ORD-01198,2023-05-25 05:55:51.475737,Standard Class,Customer_0004,Corporate,West,Office Supplies,Binders,207.93,3,0.4,-18.01,2023,2023-05
ORD-01199,2023-05-25 23:27:35.027513,Standard Class,Customer_0075,Consumer,Central,Furniture,Furnishings,5278.13,4,0.0,1389.58,2023,2023-05
ORD-01200,2023-05-26 16:59:18.579289,Standard Class,Customer_0298,Consumer,South,Furniture,Tables,1203.67,1,0.0,328.18,2023,2023-05
ORD-01201,2023-05-27 10:31:02.131065,Standard Class,Customer_0241,Corporate,South,Furniture,Tables,2329.98,3,0.4,-105.79,2023,2023-05
ORD-01202,2023-05-28 04:02:45.682841,Standard Class,Customer_0030,Corporate,East,Furniture,Furnishings,2488.57,2,0.1,460.63,2023,2023-05
ORD-01203,2023-05-28 21:34:29.234617,Standard Class,Customer_0143,Consumer,Central,Technology,Laptops,865.13,1,0.0,220.07,2023,2023-05
ORD-01204,2023-05-29 15:06:12.786393,First Class,Customer_0183,Home Office,West,Office Supplies,Art,186.57,1,0.0,40.48,2023,2023-05
ORD-01205,2023-05-30 08:37:56.338169,Second Class,Customer_0016,Consumer,South,Technology,Laptops,1845.45,2,0.3,-46.62,2023,2023-05
ORD-01206,2023-05-31 02:09:39.889944,Standard Class,Customer_0111,Consumer,South,Office Supplies,Art,507.94,2,0.0,140.71,2023,2023-05
ORD-01207,2023-05-31 19:41:23.441720,First Class,Customer_0201,Consumer,West,Office Supplies,Labels,355.29,3,0.0,106.17,2023,2023-05
ORD-01208,2023-06-01 13:13:06.993496,Second Class,Customer_0107,Consumer,West,Office Supplies,Art,409.93,3,0.4,-16.34,2023,2023-06
ORD-01209,2023-06-02 06:44:50.545272,Standard Class,Customer_0162,Consumer,West,Furniture,Tables,3480.64,3,0.2,346.83,2023,2023-06
ORD-01210,2023-06-03 00:16:34.097048,Standard Class,Customer_0283,Home Office,West,Furniture,Tables,3973.93,4,0.1,768.13,2023,2023-06
ORD-01211,2023-06-03 17:48:17.648824,Second Class,Customer_0269,Consumer,South,Technology,Accessories,1271.36,2,0.0,318.57,2023,2023-06
ORD-01212,2023-06-04 11:20:01.200600,Standard Class,Customer_0155,Consumer,East,Office Supplies,Labels,1302.15,7,0.1,258.66,2023,2023-06
ORD-01213,2023-06-05 04:51:44.752376,Second Class,Customer_0073,Consumer,West,Technology,Copiers,5536.54,4,0.0,1493.2,2023,2023-06
ORD-01214,2023-06-05 22:23:28.304152,Second Class,Customer_0197,Corporate,East,Furniture,Furnishings,2121.69,2,0.0,549.33,2023,2023-06
ORD-01215,2023-06-06 15:55:11.855927,Second Class,Customer_0243,Home Office,South,Technology,Phones,5860.72,5,0.4,-312.13,2023,2023-06
ORD-01216,2023-06-07 09:26:55.407703,Same Day,Customer_0086,Consumer,Central,Technology,Copiers,1666.66,4,0.5,-262.09,2023,2023-06
ORD-01217,2023-06-08 02:58:38.959479,Standard Class,Customer_0287,Consumer,East,Furniture,Chairs,525.66,1,0.0,105.35,2023,2023-06
ORD-01218,2023-06-08 20:30:22.511255,Standard Class,Customer_0259,Consumer,West,Technology,Phones,1440.19,2,0.2,167.31,2023,2023-06
ORD-01219,2023-06-09 14:02:06.063031,First Class,Customer_0286,Consumer,South,Office Supplies,Art,1049.01,7,0.3,6.45,2023,2023-06
ORD-01220,2023-06-10 07:33:49.614807,Standard Class,Customer_0149,Consumer,South,Technology,Copiers,740.68,1,0.0,178.44,2023,2023-06
ORD-01221,2023-06-11 01:05:33.166583,Second Class,Customer_0190,Consumer,West,Technology,Laptops,357.76,1,0.5,-64.81,2023,2023-06
ORD-01222,2023-06-11 18:37:16.718359,Same Day,Customer_0217,Consumer,West,Furniture,Tables,1357.94,2,0.2,74.5,2023,2023-06
ORD-01223,2023-06-12 12:09:00.270135,Second Class,Customer_0086,Consumer,West,Technology,Accessories,1127.58,1,0.1,146.35,2023,2023-06
ORD-01224,2023-06-13 05:40:43.821910,Second Class,Customer_0216,Consumer,West,Technology,Accessories,3740.04,3,0.2,306.13,2023,2023-06
ORD-01225,2023-06-13 23:12:27.373686,Standard Class,Customer_0118,Home Office,Central,Office Supplies,Labels,185.73,1,0.0,46.7,2023,2023-06
ORD-01226,2023-06-14 16:44:10.925462,Standard Class,Customer_0087,Home Office,South,Technology,Accessories,4676.42,3,0.1,912.27,2023,2023-06
ORD-01227,2023-06-15 10:15:54.477238,Standard Class,Customer_0040,Corporate,East,Office Supplies,Storage,237.83,3,0.0,64.09,2023,2023-06
ORD-01228,2023-06-16 03:47:38.029014,Second Class,Customer_0161,Consumer,South,Technology,Phones,1779.28,1,0.0,465.11,2023,2023-06
ORD-01229,2023-06-16 21:19:21.580790,Second Class,Customer_0191,Consumer,East,Technology,Copiers,1259.7,1,0.0,368.24,2023,2023-06
ORD-01230,2023-06-17 14:51:05.132566,Second Class,Customer_0025,Consumer,Central,Office Supplies,Labels,584.31,7,0.1,103.32,2023,2023-06
ORD-01231,2023-06-18 08:22:48.684342,Standard Class,Customer_0152,Corporate,Central,Technology,Copiers,873.13,2,0.2,85.82,2023,2023-06
ORD-01232,2023-06-19 01:54:32.236118,Standard Class,Customer_0095,Consumer,West,Technology,Accessories,4368.43,3,0.1,860.92,2023,2023-06
ORD-01233,2023-06-19 19:26:15.787893,First Class,Customer_0046,Home Office,East,Furniture,Tables,628.07,1,0.2,73.87,2023,2023-06
ORD-01234,2023-06-20 12:57:59.339669,Standard Class,Customer_0138,Home Office,Central,Technology,Accessories,754.12,1,0.4,-66.93,2023,2023-06
ORD-01235,2023-06-21 06:29:42.891445,Standard Class,Customer_0288,Consumer,West,Office Supplies,Art,410.92,2,0.0,82.59,2023,2023-06
ORD-01236,2023-06-22 00:01:26.443221,Second Class,Customer_0164,Corporate,East,Technology,Copiers,6223.42,4,0.2,361.36,2023,2023-06
ORD-01237,2023-06-22 17:33:09.994997,Second Class,Customer_0016,Consumer,East,Office Supplies,Paper,252.65,2,0.1,44.61,2023,2023-06
ORD-01238,2023-06-23 11:04:53.546773,Standard Class,Customer_0018,Consumer,South,Office Supplies,Labels,234.12,1,0.2,28.33,2023,2023-06
ORD-01239,2023-06-24 04:36:37.098549,First Class,Customer_0136,Consumer,East,Furniture,Bookcases,2453.99,4,0.2,282.61,2023,2023-06
ORD-01240,2023-06-24 22:08:20.650325,Standard Class,Customer_0247,Consumer,South,Office Supplies,Labels,512.67,5,0.0,117.52,2023,2023-06
ORD-01241,2023-06-25 15:40:04.202101,Same Day,Customer_0248,Home Office,East,Furniture,Bookcases,1456.35,2,0.1,246.48,2023,2023-06
ORD-01242,2023-06-26 09:11:47.753876,Standard Class,Customer_0198,Consumer,Central,Office Supplies,Art,205.79,2,0.3,-3.13,2023,2023-06
ORD-01243,2023-06-27 02:43:31.305652,Standard Class,Customer_0001,Consumer,Central,Technology,Phones,2868.81,2,0.1,378.98,2023,2023-06
ORD-01244,2023-06-27 20:15:14.857428,First Class,Customer_0190,Corporate,South,Office Supplies,Paper,292.99,2,0.0,70.08,2023,2023-06
ORD-01245,2023-06-28 13:46:58.409204,Standard Class,Customer_0294,Corporate,East,Furniture,Tables,1443.64,2,0.2,147.82,2023,2023-06
ORD-01246,2023-06-29 07:18:41.960980,Second Class,Customer_0045,Consumer,Central,Furniture,Bookcases,2869.6,3,0.0,702.13,2023,2023-06
ORD-01247,2023-06-30 00:50:25.512756,First Class,Customer_0032,Home Office,Central,Furniture,Furnishings,951.87,1,0.3,15.33,2023,2023-06
ORD-01248,2023-06-30 18:22:09.064532,First Class,Customer_0118,Corporate,East,Office Supplies,Binders,1152.99,5,0.1,207.72,2023,2023-06
ORD-01249,2023-07-01 11:53:52.616308,Same Day,Customer_0296,Consumer,West,Technology,Phones,2041.29,2,0.2,94.32,2023,2023-07
ORD-01250,2023-07-02 05:25:36.168084,Standard Class,Customer_0184,Consumer,West,Technology,Phones,1981.9,4,0.0,429.95,2023,2023-07
ORD-01251,2023-07-02 22:57:19.719859,Second Class,Customer_0191,Consumer,West,Office Supplies,Storage,102.22,1,0.2,10.06,2023,2023-07
ORD-01252,2023-07-03 16:29:03.271635,Standard Class,Customer_0235,Corporate,South,Furniture,Furnishings,3265.6,4,0.1,558.22,2023,2023-07
ORD-01253,2023-07-04 10:00:46.823411,Standard Class,Customer_0238,Corporate,West,Office Supplies,Storage,329.66,2,0.2,42.78,2023,2023-07
ORD-01254,2023-07-05 03:32:30.375187,First Class,Customer_0216,Home Office,West,Office Supplies,Storage,109.53,2,0.1,19.86,2023,2023-07
ORD-01255,2023-07-05 21:04:13.926963,Standard Class,Customer_0074,Consumer,Central,Office Supplies,Paper,506.03,2,0.0,129.03,2023,2023-07
ORD-01256,2023-07-06 14:35:57.478739,Second Class,Customer_0111,Consumer,East,Office Supplies,Labels,498.93,4,0.0,136.36,2023,2023-07
ORD-01257,2023-07-07 08:07:41.030515,Standard Class,Customer_0103,Consumer,East,Technology,Accessories,1663.39,1,0.1,232.98,2023,2023-07
ORD-01258,2023-07-08 01:39:24.582291,Second Class,Customer_0074,Consumer,West,Technology,Accessories,410.79,1,0.5,-73.95,2023,2023-07
ORD-01259,2023-07-08 19:11:08.134067,Same Day,Customer_0252,Corporate,South,Office Supplies,Paper,679.27,3,0.0,189.68,2023,2023-07
ORD-01260,2023-07-09 12:42:51.685842,Standard Class,Customer_0114,Corporate,South,Furniture,Furnishings,2181.87,2,0.0,532.33,2023,2023-07
ORD-01261,2023-07-10 06:14:35.237618,Standard Class,Customer_0238,Consumer,South,Technology,Accessories,1400.25,3,0.2,165.38,2023,2023-07
ORD-01262,2023-07-10 23:46:18.789394,First Class,Customer_0173,Consumer,East,Furniture,Tables,1166.67,3,0.2,77.93,2023,2023-07
ORD-01263,2023-07-11 17:18:02.341170,Standard Class,Customer_0079,Consumer,Central,Office Supplies,Labels,114.67,1,0.0,32.17,2023,2023-07
ORD-01264,2023-07-12 10:49:45.892946,Standard Class,Customer_0093,Consumer,West,Furniture,Bookcases,1542.09,3,0.1,326.63,2023,2023-07
ORD-01265,2023-07-13 04:21:29.444722,Standard Class,Customer_0050,Consumer,West,Furniture,Furnishings,5840.03,4,0.0,1592.63,2023,2023-07
ORD-01266,2023-07-13 21:53:12.996498,Standard Class,Customer_0285,Consumer,West,Furniture,Bookcases,841.43,3,0.5,-151.14,2023,2023-07
ORD-01267,2023-07-14 15:24:56.548274,Standard Class,Customer_0223,Consumer,Central,Technology,Phones,1490.72,1,0.0,338.19,2023,2023-07
ORD-01268,2023-07-15 08:56:40.100050,First Class,Customer_0081,Consumer,East,Furniture,Chairs,1226.33,2,0.3,69.37,2023,2023-07
ORD-01269,2023-07-16 02:28:23.651825,Standard Class,Customer_0266,Consumer,East,Furniture,Chairs,3618.42,3,0.0,803.65,2023,2023-07
ORD-01270,2023-07-16 20:00:07.203601,First Class,Customer_0155,Consumer,West,Technology,Laptops,2943.09,2,0.1,536.37,2023,2023-07
ORD-01271,2023-07-17 13:31:50.755377,First Class,Customer_0233,Corporate,East,Office Supplies,Paper,419.17,4,0.1,81.89,2023,2023-07
ORD-01272,2023-07-18 07:03:34.307153,Second Class,Customer_0236,Consumer,Central,Furniture,Bookcases,4341.43,5,0.3,3.48,2023,2023-07
ORD-01273,2023-07-19 00:35:17.858929,Standard Class,Customer_0159,Home Office,East,Office Supplies,Binders,213.27,2,0.5,-39.22,2023,2023-07
ORD-01274,2023-07-19 18:07:01.410705,Standard Class,Customer_0251,Consumer,Central,Office Supplies,Labels,361.22,3,0.5,-69.87,2023,2023-07
ORD-01275,2023-07-20 11:38:44.962481,Standard Class,Customer_0282,Consumer,West,Technology,Phones,4719.48,4,0.2,326.55,2023,2023-07
ORD-01276,2023-07-21 05:10:28.514257,First Class,Customer_0102,Consumer,South,Furniture,Furnishings,779.31,1,0.1,112.52,2023,2023-07
ORD-01277,2023-07-21 22:42:12.066033,Standard Class,Customer_0051,Consumer,Central,Furniture,Bookcases,576.07,1,0.0,119.62,2023,2023-07
ORD-01278,2023-07-22 16:13:55.617808,Standard Class,Customer_0052,Home Office,West,Office Supplies,Paper,186.26,2,0.4,-12.39,2023,2023-07
ORD-01279,2023-07-23 09:45:39.169584,Standard Class,Customer_0209,Consumer,West,Technology,Copiers,3086.59,5,0.1,461.62,2023,2023-07
ORD-01280,2023-07-24 03:17:22.721360,Standard Class,Customer_0131,Home Office,Central,Office Supplies,Paper,65.41,2,0.5,-12.12,2023,2023-07
ORD-01281,2023-07-24 20:49:06.273136,Standard Class,Customer_0270,Home Office,South,Furniture,Furnishings,4442.52,7,0.0,1298.79,2023,2023-07
ORD-01282,2023-07-25 14:20:49.824912,Second Class,Customer_0205,Corporate,East,Technology,Copiers,679.67,3,0.5,-130.39,2023,2023-07
ORD-01283,2023-07-26 07:52:33.376688,Standard Class,Customer_0219,Corporate,West,Technology,Accessories,2465.79,2,0.1,404.11,2023,2023-07
ORD-01284,2023-07-27 01:24:16.928464,Standard Class,Customer_0257,Corporate,South,Furniture,Furnishings,1358.97,2,0.4,-41.25,2023,2023-07
ORD-01285,2023-07-27 18:56:00.480240,Standard Class,Customer_0185,Consumer,Central,Office Supplies,Storage,85.76,1,0.0,18.35,2023,2023-07
ORD-01286,2023-07-28 12:27:44.032016,Second Class,Customer_0145,Corporate,East,Technology,Accessories,1938.74,2,0.1,423.13,2023,2023-07
ORD-01287,2023-07-29 05:59:27.583791,Standard Class,Customer_0178,Consumer,East,Furniture,Bookcases,837.29,2,0.0,194.13,2023,2023-07
ORD-01288,2023-07-29 23:31:11.135567,Standard Class,Customer_0014,Consumer,West,Furniture,Tables,4155.16,6,0.1,525.59,2023,2023-07
